City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,la ronge,55.1001,-105.2842,-0.86,86,75,2.57,CA,1699847303
286,milledgeville,33.0801,-83.2321,14.08,83,100,0.0,US,1699847303
287,svetlyy,54.675,20.1347,7.98,72,100,4.81,RU,1699847304
288,al bawiti,28.3492,28.8659,18.93,89,0,2.71,EG,1699847304
289,noosa heads,-26.3833,153.15,31.3,67,3,7.85,AU,1699847304
290,las khorey,11.1595,48.1967,27.16,78,38,3.96,SO,1699847305
291,pacific grove,36.6177,-121.9166,15.1,87,0,0.0,US,1699847305
292,plastun,44.7561,136.2939,0.27,47,71,5.67,RU,1699847306
293,vadso,70.0744,29.7487,-4.91,80,20,1.54,NO,1699847306
294,arkalyk,50.2486,66.9114,3.64,87,67,1.83,KZ,1699847307
295,palpa,-14.5336,-75.1856,21.77,73,9,0.82,PE,1699847308
296,longyearbyen,78.2186,15.6401,-6.09,73,75,8.75,SJ,1699847108
297,klyuchi,52.2667,79.1667,4.7,81,97,4.94,RU,1699847309
298,al badari,26.9926,31.4155,20.08,49,4,2.3,EG,1699847310
299,erenhot,43.6475,111.9767,-2.27,34,97,2.67,CN,1699847043
300,cassilandia,-19.1133,-51.7342,26.99,34,22,1.64,BR,1699847311
301,naryn,41.4287,75.9911,-2.4,75,28,1.49,KG,1699847311
302,carnarvon,-24.8667,113.6333,23.76,62,28,5.31,AU,1699847312
303,srikakulam,18.3,83.9,27.59,57,95,3.08,IN,1699847312
304,gracias,14.5833,-88.5833,19.79,99,98,1.65,HN,1699847313
305,drayton valley,53.2168,-114.9854,-1.41,44,69,2.1,CA,1699847313
306,kudahuvadhoo,2.6708,72.8944,27.51,75,91,1.53,MV,1699847314
307,tangalle,6.024,80.7911,28.09,90,100,1.87,LK,1699847314
308,al jawf,29.5,38.75,21.34,43,99,0.61,SA,1699847314
309,peniche,39.3558,-9.3811,17.94,94,17,4.34,PT,1699847315
310,selfoss,63.9331,-20.9971,2.25,61,100,6.14,IS,1699847315
311,mudgee,-32.5943,149.5871,27.57,14,11,2.55,AU,1699847316
312,taoudenni,22.6783,-3.9836,23.88,22,4,5.33,ML,1699847316
313,mirpur sakro,24.5474,67.6277,26.48,36,100,2.33,PK,1699847316
314,saldanha,-33.0117,17.9442,13.03,87,1,5.93,ZA,1699847317
315,namibe,-15.1961,12.1522,22.3,76,78,1.22,AO,1699847318
316,sarakhs,36.5449,61.1577,14.2,44,0,3.06,IR,1699847318
317,horta,38.5333,-28.6333,16.68,86,100,2.68,PT,1699847319
318,betong,5.7743,101.0723,29.35,77,90,0.32,TH,1699847319
319,marolambo,-20.05,48.1167,22.19,79,61,0.6,MG,1699847319
320,cockburn town,21.4612,-71.1419,28.37,76,3,9.17,TC,1699847320
321,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,74,40,12.52,RU,1699847320
322,bad lippspringe,51.7833,8.8167,4.47,94,94,2.74,DE,1699847321
323,dzhangala,49.2167,50.3333,7.34,60,100,8.49,KZ,1699847321
324,dalbandin,28.8947,64.4101,18.51,30,67,3.32,PK,1699847321
325,falenki,58.3613,51.5946,0.79,97,100,7.07,RU,1699847322
326,saynshand,44.8824,110.1163,-2.4,43,7,4.26,MN,1699847322
327,morehead city,34.7229,-76.726,13.0,81,100,5.66,US,1699847322
328,guiren,33.6697,118.1889,7.16,33,80,1.38,CN,1699847323
329,richards bay,-28.783,32.0377,19.03,81,98,2.84,ZA,1699847323
330,shohimardon,39.9839,71.8028,1.43,35,62,0.45,UZ,1699847323
331,tiksi,71.6872,128.8694,-17.1,90,78,5.96,RU,1699847324
332,pailitas,8.9565,-73.6255,25.31,95,96,1.21,CO,1699847324
333,tchintabaraden,15.8969,5.7985,22.37,15,4,4.73,NE,1699847325
334,luena,-11.7833,19.9167,17.37,95,99,0.77,AO,1699847325
335,kurmuk,10.55,34.2833,23.3,74,40,1.3,SD,1699847325
336,bandon,51.7469,-8.7425,13.77,86,85,12.61,IE,1699847326
337,tsagan aman,47.5639,46.7218,10.12,90,100,3.6,RU,1699847326
338,karachi,24.9056,67.0822,20.9,60,20,2.06,PK,1699847275
339,mandalgovi,45.7625,106.2708,-1.39,17,35,3.88,MN,1699847327
340,shima,24.4478,117.8111,20.01,68,99,7.02,CN,1699847327
341,almeirim,-1.5233,-52.5817,27.23,61,1,2.54,BR,1699847327
342,abdulino,53.7,53.6667,3.58,71,100,9.01,RU,1699847328
343,kokopo,-4.352,152.2633,28.2,69,100,5.18,PG,1699847328
344,coahuayana de hidalgo,18.7,-103.6583,25.42,89,78,1.48,MX,1699847328
345,puerto aysen,-45.4,-72.7,5.31,99,100,2.54,CL,1699847328
346,kavaratti,10.5669,72.642,28.21,71,72,2.21,IN,1699847329
347,lebu,-37.6167,-73.65,7.95,74,0,6.25,CL,1699847329
348,tralee,52.2704,-9.7026,9.43,88,86,14.96,IE,1699847329
349,burang,30.25,81.1667,1.67,32,0,2.09,CN,1699847330
350,boa vista,2.8197,-60.6733,29.99,58,0,5.14,BR,1699847330
351,mossel bay,-34.1831,22.146,10.96,75,2,1.84,ZA,1699847330
352,smithers,54.7804,-127.1743,-0.82,100,100,1.03,CA,1699847330
353,boguchany,58.3814,97.4531,-6.19,92,100,1.79,RU,1699847331
354,carutapera,-1.195,-46.02,25.72,81,1,2.98,BR,1699847331
355,tsiombe,-25.3,45.4833,25.15,59,0,3.96,MG,1699847331
356,hobyo,5.3505,48.5268,27.35,80,100,4.41,SO,1699847332
357,lihue,21.9789,-159.3672,27.58,75,75,7.72,US,1699847332
358,talakan,50.3167,130.3667,-3.66,66,33,4.98,RU,1699847332
359,vilyuysk,63.7553,121.6247,-17.22,94,70,1.79,RU,1699847332
360,burutu,5.3509,5.5076,25.76,89,89,1.67,NG,1699847333
361,sinop,41.7711,34.8709,11.41,91,99,2.51,TR,1699847333
362,nueva palestina,15.8,-92.75,20.89,98,16,1.54,MX,1699847333
363,narvik,68.4384,17.4272,-2.33,75,11,3.31,NO,1699847334
364,kano,12.0001,8.5167,21.76,18,43,3.48,NG,1699847334
365,anshing,20.0333,77.3167,24.36,42,41,2.69,IN,1699847335
366,sabang,5.8933,95.3214,28.1,76,88,5.94,ID,1699847335
367,port nelson,23.6333,-74.8333,27.37,79,38,7.06,BS,1699847336
368,mermoz boabab,14.7065,-17.4758,25.88,83,0,4.12,SN,1699847336
369,belokurikha,51.9959,84.9896,2.83,96,100,2.5,RU,1699847336
370,stephenville,32.2207,-98.2023,13.07,86,75,0.0,US,1699847336
371,kerikeri,-35.2268,173.9474,19.3,53,31,3.84,NZ,1699847337
372,ilha de mocambique,-15.0342,40.7358,26.15,81,41,2.35,MZ,1699847337
373,swakopmund,-22.6833,14.5333,14.47,87,5,2.02,NA,1699847337
374,salem,11.65,78.1667,24.11,78,20,2.06,IN,1699847100
375,jiuquan,39.7432,98.5174,3.33,29,55,3.19,CN,1699847339
376,ponta delgada,37.7333,-25.6667,20.4,94,75,4.12,PT,1699847339
377,salalah,17.0151,54.0924,25.05,53,0,2.57,OM,1699847340
378,chipinge,-20.1883,32.6236,17.41,73,76,1.17,ZW,1699847340
379,pacocha,-17.5833,-71.3333,18.47,88,100,2.32,PE,1699847340
380,nizhneudinsk,54.9076,99.0276,-1.51,62,85,0.85,RU,1699847341
381,port blair,11.6667,92.75,27.02,83,75,2.06,IN,1699847341
382,severo-yeniseyskiy,60.3725,93.0408,-4.12,98,98,0.89,RU,1699847342
383,alaghsas,17.0187,8.0168,22.5,17,0,4.21,NE,1699847342
384,north bend,43.4065,-124.2243,13.29,93,100,3.6,US,1699847343
385,mejit,10.2753,170.8646,28.07,82,82,8.56,MH,1699847343
386,uliastay,47.7417,96.8444,-5.71,54,100,1.09,MN,1699847343
387,koksovyy,48.1967,40.5989,7.99,78,100,6.14,RU,1699847344
388,guangyuan,32.442,105.823,8.97,74,95,1.12,CN,1699847344
389,chapra,25.7667,84.75,24.99,36,1,1.95,IN,1699847345
390,dapa,9.7594,126.0531,29.46,70,13,2.45,PH,1699847345
391,lobujya,27.95,86.8167,-5.26,42,0,1.33,NP,1699847346
392,tyukhtet,56.5389,89.3011,2.32,95,100,4.41,RU,1699847346
393,tabou,4.423,-7.3528,25.6,89,37,2.83,CI,1699847347
394,charters towers,-20.1,146.2667,34.0,19,2,6.09,AU,1699847347
395,arica,-18.475,-70.3042,19.75,72,100,1.54,CL,1699847164
396,manokwari,-0.8667,134.0833,29.17,75,79,3.23,ID,1699847348
397,al wafrah,28.6392,47.9306,22.02,58,100,1.79,KW,1699847348
398,viedma,-40.8135,-62.9967,9.87,19,0,4.07,AR,1699847349
399,taroa,8.7058,171.2275,28.2,83,77,8.18,MH,1699847350
400,ribeira brava,32.65,-17.0667,21.35,80,32,1.0,PT,1699847350
401,stornoway,58.2093,-6.3865,7.98,83,40,5.14,GB,1699847351
402,enewetak,11.3474,162.3373,27.63,81,100,6.93,MH,1699847351
403,trondheim,63.4305,10.3951,0.05,84,26,2.84,NO,1699847352
404,kenai,60.5544,-151.2583,-4.92,94,0,1.54,US,1699847352
405,singkil,-7.9855,111.4161,33.45,49,42,2.85,ID,1699847352
406,arroio grande,-32.2375,-53.0869,16.19,95,100,3.84,BR,1699847141
407,patrocinio,-18.9439,-46.9925,23.41,36,80,1.32,BR,1699847172
408,gobabis,-22.45,18.9667,21.64,40,99,4.47,NA,1699847354
409,guerrero negro,27.9769,-114.0611,19.35,64,0,4.42,MX,1699847355
410,okha,53.5739,142.9478,-2.89,78,99,5.72,RU,1699847355
411,ladario,-19.0047,-57.6017,30.88,44,9,2.26,BR,1699847356
412,ola,59.5833,151.2833,-10.38,60,100,4.99,RU,1699847356
413,merizo village,13.2658,144.6691,32.31,83,22,8.07,GU,1699847357
414,shurugwi,-19.6702,30.0059,16.81,46,55,2.24,ZW,1699847357
415,nizhnesortymskiy,62.4397,71.7603,-11.25,93,35,4.35,RU,1699847358
416,acarau,-2.8856,-40.12,25.71,78,0,5.94,BR,1699847358
417,tual,-5.6667,132.75,27.96,78,41,4.86,ID,1699847358
418,kitimat,54.0524,-128.6534,4.21,70,77,0.89,CA,1699847359
419,princeville,45.7668,-61.2985,2.4,94,75,2.57,CA,1699847359
420,carbonear,47.7332,-53.2148,-0.97,79,32,4.79,CA,1699847360
421,nagqu,31.5,92.0,-5.35,25,4,2.74,CN,1699847360
422,nabire,-3.3667,135.4833,32.3,54,44,2.0,ID,1699847361
423,i-n-salah,27.1935,2.4607,19.93,35,18,4.96,DZ,1699847361
424,okhotsk,59.3833,143.3,-13.14,75,1,8.72,RU,1699847362
425,puerto baquerizo moreno,-0.9,-89.6,23.66,83,86,5.84,EC,1699847363
426,kariba,-16.5167,28.8,24.78,46,23,0.84,ZW,1699847364
427,mutoko,-17.397,32.2268,20.16,56,16,1.73,ZW,1699847364
428,eirunepe,-6.6603,-69.8736,25.56,81,30,0.68,BR,1699847365
429,novomyrhorod,48.7811,31.642,5.98,81,100,5.65,UA,1699847365
430,aripuana,-9.1667,-60.6333,25.84,75,42,0.61,BR,1699847366
431,debre sina,9.85,39.7667,10.69,84,76,1.62,ET,1699847366
432,remire-montjoly,4.9167,-52.2667,26.92,83,1,4.8,GF,1699847300
433,safotu,-13.4513,-172.4018,28.36,76,25,1.47,WS,1699847367
434,karratha,-20.7377,116.8463,31.04,33,32,7.84,AU,1699847367
435,lisala,2.15,21.5167,19.82,100,86,0.75,CD,1699847368
436,polyarnyy,69.1989,33.4478,-9.71,95,93,4.38,RU,1699847368
437,qingyuan,23.7,113.0333,19.99,62,8,5.32,CN,1699847369
438,zhanga buqtyrma,49.6295,83.5248,2.19,90,100,1.7,KZ,1699847369
439,maddur,12.6,77.0667,23.27,63,98,4.41,IN,1699847370
440,qingdao,36.0986,120.3719,6.78,39,0,5.0,CN,1699847370
441,cabo san lucas,22.8909,-109.9124,27.09,69,20,3.6,MX,1699846844
442,minas de marcona,-15.2119,-75.1103,14.39,91,90,6.0,PE,1699847371
443,gevas,38.2968,43.1083,6.78,60,9,2.36,TR,1699847371
444,fraserburgh,57.6874,-2.0184,7.46,88,94,13.83,GB,1699847372
445,rehoboth,-23.3167,17.0833,21.38,44,11,1.95,NA,1699847373
446,san luis de la loma,17.2706,-100.8939,26.65,84,52,2.33,MX,1699847373
447,fort bragg,35.139,-79.006,11.75,79,0,2.06,US,1699847119
448,azpeitia,43.1825,-2.2669,20.31,78,47,4.19,ES,1699847111
449,san nicolas de bari,22.7844,-81.9133,24.89,86,52,5.5,CU,1699847374
450,el granada,37.5027,-122.4694,16.61,82,100,4.12,US,1699847375
451,magadan,59.5667,150.8,-10.46,59,100,3.61,RU,1699847375
452,port hedland,-20.3167,118.5667,31.03,51,14,7.72,AU,1699847376
453,guajara mirim,-10.7828,-65.3394,24.19,91,55,1.26,BR,1699847376
454,jayapura,-2.5333,140.7,35.66,78,54,2.55,ID,1699847376
455,garden city,42.3256,-83.331,7.01,87,75,3.09,US,1699847093
456,ashland,40.8167,-82.2665,2.34,93,0,2.79,US,1699847378
457,prado,-17.3411,-39.2208,23.39,87,2,5.65,BR,1699847364
458,bozoum,6.3193,16.3799,20.17,98,100,1.2,CF,1699847379
459,urangan,-25.3,152.9,23.6,66,1,5.96,AU,1699847380
460,lanzhou,36.0564,103.7922,5.18,49,0,0.93,CN,1699847380
461,santa ana,33.7456,-117.8678,22.59,38,20,2.57,US,1699847352
462,lerwick,60.1545,-1.1494,7.9,76,20,9.97,GB,1699847381
463,tolanaro,-25.0319,46.9987,20.04,88,0,0.0,MG,1699847381
464,san patricio,28.017,-97.5169,17.69,97,100,5.6,US,1699847382
465,belmonte,-15.8631,-38.8828,23.99,85,14,4.63,BR,1699847125
466,onguday,50.75,86.15,-0.63,92,100,1.18,RU,1699847382
467,siocon,7.7061,122.1353,30.34,68,17,1.41,PH,1699847383
468,lamu,-2.2717,40.902,25.12,85,91,1.87,KE,1699847383
469,kismayo,-0.3582,42.5454,27.3,80,82,2.64,SO,1699847384
470,primero de mayo,-32.2552,-58.4228,18.64,96,74,5.6,AR,1699847384
471,ar ruways,24.1103,52.7306,27.32,60,8,3.38,AE,1699847385
472,guaruja,-23.9931,-46.2564,24.38,26,35,6.02,BR,1699847385
473,tongliao,43.6125,122.2653,0.51,68,1,5.01,CN,1699847386
474,belyy yar,53.6039,91.3903,-7.06,86,100,1.0,RU,1699847386
475,tayu,-6.5397,111.0518,31.79,58,53,2.51,ID,1699847386
476,suntar,62.1444,117.6319,-8.87,88,100,2.43,RU,1699847387
477,yeosu,34.7546,127.6599,9.33,36,0,5.16,KR,1699847387
478,ra-ngae,6.2968,101.7284,31.74,61,90,1.85,TH,1699847388
479,rakops,-21.0167,24.3333,26.42,24,79,4.76,BW,1699847388
480,napili-honokowai,20.9708,-156.6705,26.51,84,20,9.54,US,1699847388
481,marsh harbour,26.5412,-77.0636,25.46,63,12,3.84,BS,1699847389
482,palmer,42.1584,-72.3287,-0.27,74,0,1.54,US,1699847346
483,narasannapeta,18.4167,84.05,27.51,57,90,3.07,IN,1699847389
484,vahdat,38.5563,69.0135,6.41,81,45,0.0,TJ,1699847390
485,usinsk,65.9939,57.5281,-14.96,100,96,2.24,RU,1699847390
486,goronyo,13.4423,5.6763,23.18,16,1,3.92,NG,1699847390
487,edd,13.9297,41.6925,29.67,52,44,5.55,ER,1699847390
488,xilin hot,43.9667,116.0333,-5.11,60,2,5.14,CN,1699847391
489,loch garman,52.3342,-6.4575,13.83,100,100,10.73,IE,1699847391
490,palma sola,-23.9634,-64.2987,22.1,94,100,3.38,AR,1699847391
491,kegeyli shahar,42.7767,59.6078,1.05,55,0,5.08,UZ,1699847392
492,port macquarie,-31.4333,152.9167,21.05,60,67,6.42,AU,1699847345
493,flying fish cove,-10.4217,105.6791,27.82,69,40,6.17,CX,1699847392
494,saint-francois,46.4154,3.9054,13.14,94,100,2.57,FR,1699847358
495,ivanivka,46.7208,34.553,6.94,85,98,3.71,UA,1699847393
496,bonthe,7.5264,-12.505,26.03,85,91,1.17,SL,1699847393
497,pathein,16.7833,94.7333,29.85,71,77,4.25,MM,1699847394
498,vaxjo,56.8777,14.8091,1.25,99,100,3.09,SE,1699847394
499,kosh-agach,50.0,88.6667,-9.27,88,91,0.89,RU,1699847394
500,alakurtti,66.9672,30.3491,-6.39,96,100,1.6,RU,1699847395
501,south hedland,-20.4089,118.5983,30.96,51,21,7.72,AU,1699847395
502,nuuk,64.1835,-51.7216,-5.66,79,11,5.66,GL,1699847395
503,coos bay,43.3665,-124.2179,13.33,93,100,3.6,US,1699847395
504,hickory,35.7332,-81.3412,7.49,82,0,1.54,US,1699847357
505,miquelon,47.0975,-56.3814,0.0,66,8,6.36,PM,1699847396
506,mili,6.0815,171.735,28.72,80,100,8.35,MH,1699847396
507,jincheng,35.5022,112.8328,5.82,41,99,3.11,CN,1699847397
508,christchurch,-43.5333,172.6333,25.11,31,61,8.75,NZ,1699847068
509,piacabucu,-10.4056,-36.4344,23.09,80,6,3.41,BR,1699847397
510,taltal,-25.4,-70.4833,16.72,74,1,1.84,CL,1699846821
511,naze,28.3667,129.4833,18.51,64,96,8.76,JP,1699847370
512,brownwood,31.7093,-98.9912,14.62,86,100,0.0,US,1699847278
513,chadron,42.8294,-102.9999,9.92,44,0,4.12,US,1699847398
514,nahiyat ash shinafiyah,31.5874,44.6602,21.25,37,83,0.63,IQ,1699847399
515,fergus falls,46.283,-96.0776,5.04,75,0,2.57,US,1699847399
516,dakhla,23.6848,-15.958,21.89,49,25,4.06,EH,1699847399
517,talodi,10.6325,30.3797,26.09,55,73,0.84,SD,1699847399
518,ceeldheer,3.8488,47.1806,27.61,76,88,1.95,SO,1699847400
519,queenstown,-31.8976,26.8753,9.05,86,2,0.1,ZA,1699847400
520,sinjai,-5.1241,120.253,32.98,48,5,5.26,ID,1699847400
521,ntui,4.45,11.6333,21.13,99,100,0.78,CM,1699847401
522,zyryanskoye,56.8306,86.6258,1.86,98,100,4.28,RU,1699847401
523,novokhopersk,51.0969,41.6252,8.42,73,97,8.52,RU,1699847402
524,yuzhnyy,53.2542,83.6936,3.42,94,0,4.0,RU,1699847403
525,puerto leguizamo,-0.1934,-74.7819,22.93,99,72,0.82,CO,1699847404
526,kuruman,-27.4524,23.4325,15.0,31,0,5.81,ZA,1699847404
527,san andres,12.5847,-81.7006,28.01,89,20,4.12,CO,1699847405
528,weida,50.7667,12.0667,4.96,87,48,3.04,DE,1699847405
529,yinchuan,38.4681,106.2731,3.43,16,37,1.44,CN,1699847379
530,labrador city,52.9463,-66.9114,-8.05,93,100,3.09,CA,1699847407
531,lubon,52.3471,16.8927,4.49,95,20,1.03,PL,1699847407
532,nouna,12.7333,-3.8667,23.09,13,62,3.11,BF,1699847408
533,lazaro cardenas,17.9583,-102.2,26.0,85,52,1.69,MX,1699847283
534,ibiruba,-28.6275,-53.0897,22.0,93,55,3.96,BR,1699847410
535,faya-largeau,17.9257,19.1043,24.0,22,7,8.42,TD,1699847410
536,gadzhiyevo,69.2551,33.3362,-10.22,96,96,4.23,RU,1699847330
537,barreirinha,-2.7933,-57.07,28.13,52,19,1.45,BR,1699847412
538,oakville,43.4501,-79.6829,4.16,81,63,1.54,CA,1699847245
539,al qubbah,32.7616,22.2424,14.14,87,0,3.86,LY,1699847413
540,howrah,22.5892,88.3103,26.0,69,15,4.12,IN,1699847414
541,sona,45.4388,10.8255,5.18,65,38,1.17,IT,1699847414
542,nova vicosa,-17.8919,-39.3719,24.27,84,1,6.68,BR,1699847415
543,darwin,-12.4611,130.8418,32.75,57,40,4.47,AU,1699847148
544,kivioli,59.3531,26.9711,3.06,97,100,6.47,EE,1699847416
545,tionk essil,12.7856,-16.5217,23.03,69,73,1.93,SN,1699847417
546,kukawa,12.9234,13.5606,24.4,52,65,4.52,NG,1699847418
547,akjoujt,19.6969,-14.4164,23.36,15,1,3.32,MR,1699847418
548,al burayqah,30.4062,19.5739,21.48,70,0,2.95,LY,1699847419
549,galle,6.0367,80.217,25.59,90,100,2.9,LK,1699847420
550,kamwenge,0.1866,30.4539,16.68,99,97,0.6,UG,1699847420
551,mumford,5.2618,-0.759,26.29,87,40,3.29,GH,1699847421
552,spearfish,44.4908,-103.8594,9.56,35,0,4.63,US,1699847421
553,caleta de carquin,-11.0925,-77.6267,19.47,85,16,4.12,PE,1699847422
554,auki,-8.7676,160.7034,28.03,74,100,1.22,SB,1699847422
555,sydney,-33.8679,151.2073,24.21,60,40,6.69,AU,1699846835
556,mao,39.8885,4.2658,17.31,100,0,1.54,ES,1699847423
557,brisas de zicatela,15.8369,-97.0419,28.29,57,0,1.54,MX,1699847424
558,kaoma,-14.7833,24.8,17.45,89,12,2.03,ZM,1699847425
559,berdigestyakh,62.0989,126.6992,-14.94,92,99,3.61,RU,1699847426
560,nacala,-14.5428,40.6728,26.99,76,10,1.71,MZ,1699847427
561,pariaman,-0.619,100.12,29.03,76,77,2.83,ID,1699847428
562,yuzhno-kurilsk,44.0306,145.8556,2.43,80,81,1.9,RU,1699847273
563,bemidji,47.4736,-94.8803,6.61,76,0,4.63,US,1699847143
564,aban,56.67,96.06,-2.49,74,99,3.42,RU,1699847429
565,douz,33.4663,9.0203,17.21,59,4,4.14,TN,1699847383
566,callao,-12.0667,-77.15,20.95,77,100,6.17,PE,1699847167
567,birao,10.2849,22.7882,23.6,81,62,1.07,CF,1699847432
568,thames,-37.1333,175.5333,20.62,40,5,4.38,NZ,1699847433
569,kachug,53.9606,105.8817,-4.97,97,59,0.45,RU,1699847433
570,ishikawa,26.4233,127.8214,22.18,49,75,8.23,JP,1699847434
571,istgah-e rah ahan-e garmsar,35.2346,52.3094,16.16,42,99,0.76,IR,1699847435
